EventTime,UserID,EventName,EventSource,AWSRegion,Region,SourceIPAddress,MFA_Used,Resource,EventDetail,ComplianceLabel,RawLog
2026-03-26T18:59:52.724551+00:00,user-036,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.52.174,True,IAM User,User logged in with MFA,Compliant,2026-03-26T18:59:52.724551+00:00 signin.amazonaws.com ConsoleLogin by user-036 in us-west-2; MFA=True; User logged in with MFA
2026-03-28T16:22:01.724551+00:00,user-008,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,10.0.199.68,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T16:22:01.724551+00:00 kms.amazonaws.com DisableKey by user-008 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-30T19:51:44.724551+00:00,user-037,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.79.49,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-30T19:51:44.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-037 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-27T21:19:37.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,10.0.25.150,True,IAM User,User logged in with MFA,Compliant,2026-03-27T21:19:37.724551+00:00 signin.amazonaws.com ConsoleLogin by root in us-east-1; MFA=True; User logged in with MFA
2026-03-26T08:06:30.724551+00:00,user-008,PutBucketPublicAccessBlock,s3.amazonaws.com,us-east-1,us-east-1,10.0.34.173,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-26T08:06:30.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-008 in us-east-1; MFA=True; S3 public access block enabled
2026-03-24T13:33:31.724551+00:00,user-016,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,3.91.41.108,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-24T13:33:31.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-016 in us-west-2; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-27T21:29:44.724551+00:00,user-034,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,172.16.135.102,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T21:29:44.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-034 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-03-24T23:06:45.724551+00:00,user-059,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,10.0.234.160,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-24T23:06:45.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-059 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-30T05:19:57.724551+00:00,user-010,CreateBucket,s3.amazonaws.com,us-west-2,us-west-2,192.168.67.239,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-30T05:19:57.724551+00:00 s3.amazonaws.com CreateBucket by user-010 in us-west-2; MFA=False; Public S3 bucket created
2026-03-27T12:59:29.724551+00:00,user-032,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,172.16.224.214,True,IAM User,User logged in with MFA,Compliant,2026-03-27T12:59:29.724551+00:00 signin.amazonaws.com ConsoleLogin by user-032 in eu-west-1; MFA=True; User logged in with MFA
2026-03-30T19:31:21.724551+00:00,user-068,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,192.168.53.241,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T19:31:21.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-068 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-30T19:07:16.724551+00:00,user-015,PutBucketAcl,s3.amazonaws.com,us-east-1,us-east-1,172.16.139.73,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-30T19:07:16.724551+00:00 s3.amazonaws.com PutBucketAcl by user-015 in us-east-1; MFA=False; Bucket ACL set to public-read
2026-03-30T05:11:38.724551+00:00,user-027,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,eu-west-1,eu-west-1,54.240.128.232,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T05:11:38.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-027 in eu-west-1; MFA=True; Security group updated with restricted source CIDR
2026-03-27T10:34:19.724551+00:00,user-012,CreateBucket,s3.amazonaws.com,ap-south-1,ap-south-1,10.0.1.86,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-27T10:34:19.724551+00:00 s3.amazonaws.com CreateBucket by user-012 in ap-south-1; MFA=False; Public S3 bucket created
2026-03-30T18:40:17.724551+00:00,user-021,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,54.240.4.29,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-30T18:40:17.724551+00:00 s3.amazonaws.com PutBucketAcl by user-021 in ap-south-1; MFA=False; Bucket ACL set to public-read
2026-03-28T13:31:30.724551+00:00,user-070,PutBucketPublicAccessBlock,s3.amazonaws.com,us-east-1,us-east-1,3.91.75.111,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-28T13:31:30.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-070 in us-east-1; MFA=True; S3 public access block enabled
2026-03-28T10:12:09.724551+00:00,user-047,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,172.16.127.171,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T10:12:09.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-047 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-26T01:18:54.724551+00:00,user-020,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,172.16.211.7,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-26T01:18:54.724551+00:00 kms.amazonaws.com DisableKey by user-020 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-27T07:41:45.724551+00:00,user-053,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,172.16.55.98,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T07:41:45.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-053 in us-west-2; MFA=True; Security group updated with restricted source CIDR
2026-03-29T16:03:21.724551+00:00,user-029,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,192.168.156.211,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-29T16:03:21.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-029 in us-west-2; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-26T10:14:10.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,54.240.168.72,False,Root Account,Root login without MFA,Non-Compliant,2026-03-26T10:14:10.724551+00:00 signin.amazonaws.com ConsoleLogin by root in us-east-1; MFA=False; Root login without MFA
2026-03-30T14:10:01.724551+00:00,user-045,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,192.168.14.30,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-30T14:10:01.724551+00:00 s3.amazonaws.com PutBucketAcl by user-045 in ap-south-1; MFA=False; Bucket ACL set to public-read
2026-03-24T13:07:34.724551+00:00,user-023,PutBucketAcl,s3.amazonaws.com,eu-west-1,eu-west-1,10.0.222.89,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-24T13:07:34.724551+00:00 s3.amazonaws.com PutBucketAcl by user-023 in eu-west-1; MFA=False; Bucket ACL set to public-read
2026-03-28T18:10:45.724551+00:00,user-056,PutBucketAcl,s3.amazonaws.com,us-east-1,us-east-1,3.91.97.66,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-28T18:10:45.724551+00:00 s3.amazonaws.com PutBucketAcl by user-056 in us-east-1; MFA=False; Bucket ACL set to public-read
2026-03-28T12:04:12.724551+00:00,user-001,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,54.240.35.243,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T12:04:12.724551+00:00 kms.amazonaws.com DisableKey by user-001 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-27T17:27:29.724551+00:00,user-041,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.158.171,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T17:27:29.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-041 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-26T09:51:37.724551+00:00,user-038,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,54.240.194.174,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-26T09:51:37.724551+00:00 kms.amazonaws.com DisableKey by user-038 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-29T00:15:39.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,3.91.0.78,False,Root Account,Root login without MFA,Non-Compliant,2026-03-29T00:15:39.724551+00:00 signin.amazonaws.com ConsoleLogin by root in eu-west-1; MFA=False; Root login without MFA
2026-03-29T17:25:14.724551+00:00,root,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,54.240.226.173,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-29T17:25:14.724551+00:00 kms.amazonaws.com DisableKey by root in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-27T12:38:30.724551+00:00,user-022,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,3.91.171.24,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-27T12:38:30.724551+00:00 kms.amazonaws.com DisableKey by user-022 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-26T11:59:01.724551+00:00,root,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,172.16.12.12,False,Root Account,Root login without MFA,Non-Compliant,2026-03-26T11:59:01.724551+00:00 signin.amazonaws.com ConsoleLogin by root in us-west-2; MFA=False; Root login without MFA
2026-03-29T02:41:51.724551+00:00,user-010,DisableKey,kms.amazonaws.com,ap-south-1,ap-south-1,3.91.99.184,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-29T02:41:51.724551+00:00 kms.amazonaws.com DisableKey by user-010 in ap-south-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-25T20:57:58.724551+00:00,user-052,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,10.0.54.200,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-25T20:57:58.724551+00:00 kms.amazonaws.com DisableKey by user-052 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-24T16:36:36.724551+00:00,user-067,PutBucketPublicAccessBlock,s3.amazonaws.com,ap-south-1,ap-south-1,3.91.127.235,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-24T16:36:36.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-067 in ap-south-1; MFA=True; S3 public access block enabled
2026-03-30T12:41:11.724551+00:00,user-018,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,3.91.162.244,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-30T12:41:11.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-018 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-30T17:33:44.724551+00:00,user-065,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.81.191,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-30T17:33:44.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-065 in ap-south-1; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-27T10:45:21.724551+00:00,user-034,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-west-2,us-west-2,3.91.248.161,False,Security Group,Security group opened to 0.0.0.0/0 on port 22,Non-Compliant,2026-03-27T10:45:21.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-034 in us-west-2; MFA=False; Security group opened to 0.0.0.0/0 on port 22
2026-03-26T22:17:03.724551+00:00,user-010,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,192.168.171.82,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-26T22:17:03.724551+00:00 kms.amazonaws.com DisableKey by user-010 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-26T21:20:34.724551+00:00,user-018,CreateBucket,s3.amazonaws.com,us-west-2,us-west-2,54.240.78.181,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-26T21:20:34.724551+00:00 s3.amazonaws.com CreateBucket by user-018 in us-west-2; MFA=False; Public S3 bucket created
2026-03-30T16:01:48.724551+00:00,user-053,DisableKey,kms.amazonaws.com,eu-west-1,eu-west-1,54.240.212.16,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-30T16:01:48.724551+00:00 kms.amazonaws.com DisableKey by user-053 in eu-west-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-31T01:39:54.724551+00:00,user-050,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,54.240.244.2,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-31T01:39:54.724551+00:00 kms.amazonaws.com DisableKey by user-050 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-30T14:45:04.724551+00:00,user-050,PutBucketAcl,s3.amazonaws.com,ap-south-1,ap-south-1,3.91.112.125,False,S3 Bucket,Bucket ACL set to public-read,Non-Compliant,2026-03-30T14:45:04.724551+00:00 s3.amazonaws.com PutBucketAcl by user-050 in ap-south-1; MFA=False; Bucket ACL set to public-read
2026-03-28T19:14:45.724551+00:00,user-063,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,192.168.207.186,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T19:14:45.724551+00:00 kms.amazonaws.com DisableKey by user-063 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-28T20:44:59.724551+00:00,user-017,DisableKey,kms.amazonaws.com,us-east-1,us-east-1,3.91.13.22,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-28T20:44:59.724551+00:00 kms.amazonaws.com DisableKey by user-017 in us-east-1; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-24T16:37:46.724551+00:00,user-060,PutBucketPublicAccessBlock,s3.amazonaws.com,us-west-2,us-west-2,192.168.194.84,True,S3 Bucket,S3 public access block enabled,Compliant,2026-03-24T16:37:46.724551+00:00 s3.amazonaws.com PutBucketPublicAccessBlock by user-060 in us-west-2; MFA=True; S3 public access block enabled
2026-03-27T11:01:52.724551+00:00,user-044,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,54.240.129.214,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-27T11:01:52.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-044 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
2026-03-28T07:54:59.724551+00:00,user-070,ConsoleLogin,signin.amazonaws.com,us-east-1,us-east-1,172.16.35.200,True,IAM User,User logged in with MFA,Compliant,2026-03-28T07:54:59.724551+00:00 signin.amazonaws.com ConsoleLogin by user-070 in us-east-1; MFA=True; User logged in with MFA
2026-03-26T12:03:03.724551+00:00,user-004,CreateBucket,s3.amazonaws.com,us-west-2,us-west-2,10.0.78.62,False,S3 Bucket,Public S3 bucket created,Non-Compliant,2026-03-26T12:03:03.724551+00:00 s3.amazonaws.com CreateBucket by user-004 in us-west-2; MFA=False; Public S3 bucket created
2026-03-29T17:26:02.724551+00:00,user-073,ConsoleLogin,signin.amazonaws.com,us-west-2,us-west-2,192.168.188.43,True,IAM User,User logged in with MFA,Compliant,2026-03-29T17:26:02.724551+00:00 signin.amazonaws.com ConsoleLogin by user-073 in us-west-2; MFA=True; User logged in with MFA
2026-03-25T09:28:08.724551+00:00,user-021,ConsoleLogin,signin.amazonaws.com,eu-west-1,eu-west-1,3.91.13.238,True,IAM User,User logged in with MFA,Compliant,2026-03-25T09:28:08.724551+00:00 signin.amazonaws.com ConsoleLogin by user-021 in eu-west-1; MFA=True; User logged in with MFA
2026-03-25T00:07:07.724551+00:00,user-051,DisableKey,kms.amazonaws.com,us-west-2,us-west-2,3.91.124.27,True,KMS Key,Unused KMS key disabled per key lifecycle policy,Compliant,2026-03-25T00:07:07.724551+00:00 kms.amazonaws.com DisableKey by user-051 in us-west-2; MFA=True; Unused KMS key disabled per key lifecycle policy
2026-03-28T07:06:48.724551+00:00,user-016,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,us-east-1,us-east-1,3.91.219.170,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-28T07:06:48.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-016 in us-east-1; MFA=True; Security group updated with restricted source CIDR
2026-03-30T00:45:52.724551+00:00,user-002,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,ap-south-1,ap-south-1,10.0.221.246,True,Security Group,Security group updated with restricted source CIDR,Compliant,2026-03-30T00:45:52.724551+00:00 ec2.amazonaws.com AuthorizeSecurityGroupIngress by user-002 in ap-south-1; MFA=True; Security group updated with restricted source CIDR
